name, num. of atoms, atomic types, rmsd, max. deviation, av. deviation, pearson**2
NSC_100665,19,"Br, C, H, N, O",0.0488,0.1314,0.0367,0.9796
NSC_93798,53,"C, Cl, H, O, S",0.0489,0.2567,0.0263,0.9909
NSC_634304,24,"C, H, I, N, O",0.049,0.1186,0.0357,0.9839
NSC_108408,34,"C, H, N, O, S",0.049,0.1539,0.0376,0.9924
NSC_114061,17,"Br, C, H, N, O",0.049,0.1111,0.0398,0.9706
NSC_56730,18,"C, H, I",0.049,0.1345,0.038,0.9642
NSC_10019,45,"C, H, N, O",0.049,0.2039,0.0341,0.9823
NSC_71109,14,"C, H, I, N, O",0.049,0.1103,0.0387,0.9698
NSC_108404,41,"C, H, N, O, S",0.0491,0.1593,0.0389,0.9908
NSC_118098,18,"C, H, N",0.0491,0.1047,0.0409,0.9815
NSC_108905,30,"C, Cl, H, N",0.0491,0.119,0.039,0.9674
NSC_284690,27,"C, H, I, N",0.0491,0.1448,0.0371,0.9544
NSC_107673,22,"C, H, N, O",0.0491,0.0912,0.0401,0.9865
NSC_114983,34,"C, H, N, O",0.0492,0.1871,0.0357,0.9718
NSC_115740,28,"C, Cl, H, I",0.0492,0.1232,0.0399,0.9572
NSC_11256,24,"C, H, I, N, O",0.0492,0.1167,0.0395,0.9849
NSC_611114,51,"C, H, I, N, O, S",0.0492,0.1602,0.0365,0.9696
NSC_114819,49,"C, H, N, O",0.0492,0.1298,0.0405,0.9765
NSC_83326,29,"C, Cl, H, N, O",0.0492,0.1632,0.0384,0.9761
NSC_1014,45,"C, H, N, O",0.0492,0.1181,0.0373,0.9725
NSC_100735,25,"C, H, O",0.0493,0.1352,0.0346,0.9814
NSC_87885,19,"C, H, I, O",0.0493,0.1213,0.0359,0.9684
NSC_100927,31,"C, H, N, O",0.0493,0.1894,0.0302,0.9825
NSC_116753,26,"C, H, I, N, O",0.0493,0.1166,0.0391,0.9734
NSC_113188,21,"C, H, N, O",0.0493,0.0915,0.0401,0.9782
NSC_255282,46,"C, H, O",0.0493,0.1651,0.039,0.9384
NSC_108407,48,"C, H, N, O, S",0.0494,0.1631,0.0397,0.9874
NSC_102224,34,"C, Cl, H, N, O",0.0494,0.1313,0.0382,0.9655
NSC_100948,36,"C, H, N",0.0494,0.1969,0.0326,0.9767
NSC_100199,29,"Br, C, H, O",0.0494,0.1758,0.0315,0.9758
NSC_345723,35,"C, Cl, H, I, N, O, S",0.0494,0.1217,0.0378,0.9591
NSC_128900,20,"C, H, I, N",0.0494,0.1515,0.0352,0.977
NSC_10857,14,"Br, C, H, O",0.0494,0.107,0.0363,0.9831
NSC_104153,38,"C, H, N, O, S",0.0495,0.1314,0.0376,0.9675
NSC_22718,16,"C, H, N, S",0.0495,0.1135,0.0358,0.9719
NSC_10108,48,"C, Cl, H, O",0.0495,0.1468,0.0354,0.9614
NSC_185352,18,"C, H, O, S",0.0495,0.1343,0.0377,0.9568
NSC_104486,27,"Br, C, H, N, O",0.0495,0.1192,0.0327,0.9805
NSC_3780,18,"C, H, I",0.0495,0.1112,0.0362,0.9681
NSC_100259,41,"C, H, O",0.0495,0.1595,0.0362,0.9703
NSC_26047,18,"C, Cl, H, I",0.0495,0.1003,0.0431,0.9393
NSC_112486,27,"C, H, N",0.0495,0.1161,0.0393,0.976
NSC_107496,61,"C, H, N, O, S",0.0495,0.1739,0.0379,0.9909
NSC_528,13,"Br, C, Cl, H, N, O",0.0495,0.099,0.0389,0.9627
NSC_293351,14,"C, H, N, S",0.0496,0.1415,0.0371,0.9628
NSC_101793,71,"C, Cl, H, N",0.0496,0.1796,0.0309,0.9622
NSC_100953,28,"C, H, O",0.0496,0.1608,0.04,0.9761
NSC_30021,15,"C, H, N, S",0.0496,0.0916,0.0394,0.9863
NSC_31591,28,"C, H, I, N, O",0.0497,0.1316,0.0348,0.9708
NSC_163451,54,"C, H, I, N, O, S",0.0497,0.1763,0.0348,0.989
NSC_102766,20,"C, H, N, O",0.0497,0.146,0.0329,0.9835
NSC_102390,30,"C, H, N, O",0.0497,0.1346,0.0382,0.9777
NSC_111222,44,"C, H, N, O, S",0.0498,0.1543,0.0352,0.982
NSC_100689,32,"C, H, N, O",0.0498,0.1284,0.0366,0.9745
NSC_103372,16,"C, H, N",0.0498,0.1251,0.036,0.9706
NSC_111299,36,"C, H, N, O",0.0498,0.1181,0.0392,0.9617
NSC_106680,35,"C, H, N, O",0.0498,0.1709,0.0379,0.9733
NSC_104305,29,"C, H, N, S",0.0499,0.1832,0.0312,0.9663
NSC_10781,33,"C, H, N, O, S",0.0499,0.2078,0.0362,0.9909
NSC_133602,17,"C, Cl, H, N, O",0.0499,0.1088,0.0395,0.9852
NSC_115221,22,"C, Cl, H, N",0.05,0.1205,0.0407,0.9539
NSC_220,98,"C, H, N, O, S",0.05,0.1394,0.0325,0.9729
NSC_117282,32,"C, H, N, O",0.05,0.1061,0.0398,0.9845
NSC_114161,25,"C, H, N",0.05,0.0917,0.0412,0.953
NSC_86669,14,"C, Cl, H, N",0.05,0.0976,0.0409,0.9708
NSC_194859,22,"C, H, I, N, O",0.05,0.1085,0.0389,0.9792
NSC_25316,21,"C, H, I",0.05,0.1533,0.0408,0.9782
NSC_107043,32,"C, H, N, O",0.05,0.1574,0.0376,0.9726
NSC_101194,38,"Br, C, H, N, O",0.05,0.1351,0.0371,0.9781
NSC_46681,38,"C, H, I, N, O",0.0501,0.1555,0.0364,0.9722
NSC_207838,25,"C, H, N, O, S",0.0501,0.1211,0.0366,0.9786
NSC_108353,28,"C, H, N",0.0501,0.1107,0.0388,0.9706
NSC_112914,41,"C, H, O, S",0.0501,0.1371,0.0375,0.9887
NSC_1210,24,"C, H, I, N, O",0.0501,0.1492,0.0342,0.9807
NSC_104802,44,"Br, C, H, O",0.0501,0.1497,0.0346,0.9758
NSC_70843,26,"C, H, I, O",0.0501,0.1299,0.0347,0.9776
NSC_345726,35,"C, H, I, N, O, S",0.0502,0.1162,0.0396,0.9595
NSC_295710,24,"C, H, N, S",0.0502,0.1387,0.0364,0.965
NSC_698209,33,"C, H, I, O",0.0502,0.1469,0.0352,0.9804
NSC_100722,17,"C, H, N, O",0.0502,0.0983,0.0388,0.9897
NSC_115782,26,"C, Cl, H, S",0.0502,0.1213,0.0416,0.9162
NSC_68044,21,"C, H, I",0.0503,0.1092,0.0342,0.9743
NSC_100690,32,"C, H, N, O",0.0503,0.1311,0.0367,0.9707
NSC_93875,13,"C, Cl, H, N, O, S",0.0503,0.1495,0.0321,0.9972
NSC_634209,49,"C, H, I, O",0.0503,0.1111,0.0377,0.9727
NSC_109513,44,"Br, C, H, N, O",0.0503,0.1261,0.0395,0.9845
NSC_634177,30,"C, H, I, N, O",0.0503,0.1288,0.04,0.974
NSC_137047,40,"C, H, N, O, S",0.0503,0.1281,0.0382,0.9662
NSC_110414,51,"C, H, N, O, S",0.0503,0.1643,0.0404,0.9859
NSC_114051,22,"C, H, N",0.0503,0.085,0.0425,0.9307
NSC_226369,23,"C, H, I, O",0.0503,0.1522,0.0362,0.9581
NSC_103161,12,"C, H, I, N, O",0.0503,0.1167,0.0368,0.9795
NSC_8748,12,"C, Cl, H, N, O",0.0503,0.0823,0.0436,0.9872
NSC_100881,29,"C, H, N, O",0.0503,0.147,0.037,0.9694
NSC_617333,66,"C, Cl, H, I, N, O",0.0503,0.2076,0.035,0.9758
NSC_108397,37,"C, H, N, O, S",0.0504,0.1553,0.0399,0.9912
NSC_118184,18,"C, H, I, N",0.0504,0.1135,0.0402,0.9726
NSC_335419,15,"C, Cl, H, I, O, S",0.0504,0.1262,0.0327,0.9975
NSC_58802,28,"C, H, I, N, O",0.0504,0.1176,0.0371,0.9855
NSC_107703,37,"Br, C, H, N, O",0.0504,0.1284,0.0412,0.9688
NSC_102225,27,"C, Cl, H, N, O",0.0504,0.1181,0.0409,0.9486
NSC_100882,27,"C, H, N, O",0.0505,0.1284,0.0344,0.9756
NSC_103054,44,"Br, C, H, O",0.0505,0.15,0.0349,0.9753
NSC_103106,59,"C, H, O, S",0.0505,0.1603,0.0399,0.9855
NSC_105812,35,"C, H, N, O",0.0505,0.1,0.0404,0.9702
NSC_107548,24,"Br, C, Cl, H, N, O",0.0506,0.1159,0.0378,0.9782
NSC_108495,18,"Br, C, H, N, O",0.0506,0.1326,0.0366,0.9718
NSC_71703,45,"C, H, I, N",0.0506,0.1887,0.039,0.9726
NSC_100905,19,"C, H, N, S",0.0506,0.1015,0.0417,0.9696
NSC_82282,38,"C, H, I, N, O",0.0506,0.1187,0.0384,0.9671
NSC_112744,33,"C, H, N, O, P",0.0506,0.1581,0.0387,0.991
NSC_634303,24,"C, H, I, N, O",0.0507,0.1184,0.0368,0.9827
NSC_105460,44,"Br, C, H, O",0.0507,0.1496,0.0348,0.9744
NSC_9863,30,"C, H, I, N, O",0.0507,0.1494,0.037,0.9727
NSC_149856,36,"C, H, N, S",0.0507,0.0814,0.041,0.9884
NSC_260491,33,"C, Cl, H, I, N, O",0.0507,0.1464,0.0348,0.9724
NSC_260443,35,"C, H, I, N",0.0507,0.1247,0.0409,0.96
NSC_108391,60,"C, H, N, O, S",0.0507,0.1347,0.0392,0.9868
NSC_124778,78,"C, H, O, S",0.0508,0.2395,0.0295,0.9866
NSC_171757,26,"C, Cl, H, N, O, S",0.0508,0.1634,0.0369,0.9719
NSC_115669,24,"C, H, O, P",0.0508,0.16,0.0327,0.9939
NSC_101816,40,"C, H, N, O",0.0508,0.1338,0.0357,0.9816
NSC_100863,46,"C, H, N, O",0.0508,0.1712,0.0363,0.9731
NSC_1049,25,"Br, C, H, O, S",0.0508,0.1231,0.0388,0.9761
NSC_101548,35,"C, H, N",0.0508,0.1624,0.0382,0.9387
NSC_240421,44,"C, H, I, N, O",0.0509,0.1693,0.0377,0.9759
NSC_115739,45,"C, Cl, H, O, S",0.0509,0.1384,0.0403,0.9871
NSC_252094,29,"C, H, I, N",0.0509,0.1014,0.0425,0.9836
NSC_124764,57,"C, H, O, S",0.0509,0.2167,0.0286,0.9861
NSC_102466,91,"C, Cl, H, N, O",0.0509,0.2423,0.0317,0.963
NSC_107497,49,"C, H, N, O, S",0.0509,0.135,0.0393,0.9909
NSC_3775,15,"C, H, I",0.0509,0.1273,0.0382,0.9569
NSC_53701,20,"C, H, I, O",0.0509,0.119,0.0385,0.9727
NSC_106092,34,"C, H, O, P",0.051,0.1584,0.034,0.9935
NSC_101686,40,"C, H, N, O",0.051,0.1306,0.0381,0.977
NSC_179356,24,"C, H, I",0.0511,0.1036,0.043,0.9193
NSC_76078,16,"C, Cl, H, N, O",0.0511,0.0969,0.0422,0.9785
NSC_246170,29,"C, H, I, N, O",0.0511,0.1441,0.039,0.9799
NSC_108725,69,"C, H, O, P",0.0511,0.2148,0.0305,0.9899
NSC_107492,81,"C, H, N, O, S",0.0511,0.1752,0.0393,0.9867
NSC_117813,96,"C, H, N, O, P",0.0511,0.1928,0.0321,0.9921
NSC_112673,36,"C, H, N, O, S",0.0512,0.1966,0.0351,0.9585
NSC_25324,24,"Br, C, H, N, O",0.0512,0.1111,0.0395,0.9752
NSC_288741,30,"C, Cl, H, N, S",0.0512,0.1217,0.0417,0.9791
NSC_367320,22,"C, H, N, S",0.0512,0.1153,0.0413,0.9703
NSC_101609,30,"C, Cl, H, N, O",0.0512,0.1437,0.0388,0.9751
NSC_107976,26,"C, H, N, O",0.0513,0.1025,0.0403,0.9784
NSC_105450,41,"C, H, I, N, O",0.0513,0.1479,0.0364,0.9754
NSC_69818,10,"C, H, I, N",0.0513,0.0894,0.0435,0.9399
NSC_60189,11,"C, Cl, H, I",0.0513,0.1192,0.042,0.974
NSC_101323,21,"C, H, N, O",0.0513,0.108,0.0414,0.9829
NSC_101266,33,"C, H, N, O",0.0513,0.1859,0.0356,0.9757
NSC_33408,49,"C, H, I, N, O",0.0514,0.1287,0.04,0.9749
NSC_108395,61,"C, H, N, O, S",0.0515,0.1694,0.0399,0.989
NSC_110783,64,"C, H, N, O, S",0.0515,0.1725,0.039,0.9886
NSC_76978,36,"C, H, I, N, O",0.0515,0.1672,0.0397,0.9776
NSC_101352,29,"C, H, N, O, S",0.0516,0.1324,0.0395,0.9914
NSC_309111,35,"C, H, O, S",0.0516,0.1262,0.0425,0.9729
NSC_106366,26,"Br, C, H, N, O",0.0516,0.1076,0.0405,0.9665
NSC_108860,43,"C, H, N, O",0.0516,0.1596,0.0366,0.9731
NSC_101805,40,"C, H, N, O",0.0516,0.1253,0.038,0.9818
NSC_209061,10,"C, H, N, S",0.0517,0.0948,0.0458,0.9802
NSC_117992,22,"C, Cl, H, N, O",0.0517,0.1107,0.0388,0.9795
NSC_1058,35,"C, H, N, O",0.0517,0.1131,0.0437,0.967
NSC_113532,18,"C, H, N",0.0517,0.1067,0.0426,0.9762
NSC_323764,27,"C, H, I, N",0.0518,0.1403,0.0377,0.9503
NSC_382667,29,"C, H, I, N, O",0.0518,0.145,0.0392,0.9701
NSC_102157,16,"C, Cl, H, N",0.0518,0.0947,0.0409,0.9396
NSC_9244,12,"C, H, I",0.0518,0.1319,0.0428,0.971
NSC_100671,25,"C, H, N, O",0.0519,0.1454,0.0382,0.9692
NSC_103373,35,"C, H, N",0.0519,0.1604,0.0331,0.9666
NSC_405124,12,"C, Cl, N, O",0.0519,0.0822,0.0442,0.9963
NSC_124226,43,"C, Cl, F, H, N, O, S",0.0519,0.1486,0.0391,0.9902
NSC_101682,35,"C, H, N, O",0.0519,0.1273,0.0409,0.9654
NSC_3776,15,"C, H, I",0.0519,0.1299,0.0393,0.9548
NSC_60731,17,"C, H, I, N",0.0519,0.1571,0.0363,0.9737
NSC_121239,32,"C, H, N, O",0.0519,0.1223,0.0395,0.9759
NSC_100739,20,"C, H, N, O",0.0519,0.1025,0.044,0.9621
NSC_124224,55,"C, Cl, F, H, N, O, S",0.0519,0.1543,0.0358,0.9869
NSC_109054,28,"C, H, N",0.0519,0.1267,0.0346,0.9699
NSC_102175,36,"C, Cl, H, N, O",0.0519,0.1013,0.0428,0.9626
NSC_102177,42,"C, Cl, H, N, O",0.052,0.1324,0.0362,0.968
NSC_100703,40,"C, H, N, O",0.052,0.1457,0.0401,0.964
NSC_114438,33,"C, H, N, O",0.052,0.1449,0.0376,0.9843
NSC_100202,33,"C, H, N, O",0.052,0.201,0.0347,0.9725
NSC_32019,13,"C, Cl, H, S",0.052,0.1365,0.0388,0.9293
NSC_106263,44,"Br, C, H, N, O",0.052,0.2391,0.0369,0.9622
NSC_101193,47,"C, H, N, O, S",0.052,0.1217,0.0405,0.989
NSC_62081,17,"C, H, I",0.052,0.1844,0.0326,0.9736
NSC_33409,52,"C, H, I, N, O",0.052,0.1351,0.0411,0.9724
NSC_201938,23,"C, H, N, O, S",0.0521,0.128,0.0412,0.9738
NSC_100554,18,"C, H, N, O",0.0521,0.1424,0.0301,0.9819
NSC_103155,20,"Br, C, F, H, O",0.0521,0.1601,0.0349,0.9662
NSC_118176,44,"C, H, I, N, O",0.0521,0.1118,0.0419,0.9861
NSC_125847,41,"C, Cl, F, H, N, O, S",0.0521,0.1316,0.0381,0.9899
NSC_16025,16,"C, H, I",0.0521,0.1121,0.0437,0.9681
NSC_278479,34,"C, H, I, N, O, S",0.0521,0.1291,0.045,0.9648
NSC_100965,29,"C, H, O",0.0522,0.1538,0.0393,0.9766
NSC_102723,36,"C, Cl, H, N, O",0.0522,0.1206,0.0438,0.9798
NSC_2227,16,"C, H, S",0.0522,0.1483,0.0345,0.9495
NSC_108896,17,"C, H, N",0.0523,0.1025,0.0435,0.9776
NSC_10277,14,"C, Cl, F, H, N",0.0523,0.139,0.0397,0.9725
NSC_117511,30,"C, H, N",0.0523,0.0999,0.0433,0.9467
NSC_14355,22,"C, H, N, O, S",0.0524,0.1107,0.0435,0.9836
NSC_170080,26,"C, H, I, N",0.0525,0.1023,0.0415,0.9726
NSC_189693,52,"C, H, O",0.0525,0.2107,0.032,0.9723
NSC_100694,39,"C, H, N, O, S",0.0525,0.1841,0.0384,0.9916
NSC_31324,75,"C, H, O",0.0525,0.1868,0.034,0.9676
NSC_101574,29,"C, Cl, H, N, O",0.0526,0.1018,0.0434,0.9787
NSC_107542,27,"C, H, I, N, O",0.0526,0.1225,0.0365,0.9783
NSC_107453,42,"C, H, N, O, S",0.0526,0.1173,0.0415,0.9893
NSC_11138,17,"C, H, N",0.0526,0.1057,0.0419,0.9524
NSC_105651,41,"C, H, N, O, S",0.0526,0.121,0.0427,0.9881
NSC_31762,40,"C, H, I, N, O",0.0526,0.1398,0.0392,0.962
NSC_107491,69,"C, H, N, O, S",0.0526,0.1383,0.0408,0.9856
NSC_194653,28,"C, Cl, H, N, O, S",0.0527,0.1003,0.0434,0.99
NSC_105455,25,"C, H, N",0.0527,0.159,0.0366,0.9608
NSC_400003,37,"C, H, I",0.0527,0.1179,0.0449,0.9182
NSC_101615,22,"C, H, N, O",0.0527,0.0965,0.0447,0.9752
NSC_347482,12,"C, H, I, N",0.0527,0.1094,0.0387,0.9618
NSC_105821,44,"C, H, N, O",0.0527,0.1252,0.0423,0.9847
NSC_100060,68,"C, H, N, O, S",0.0527,0.174,0.0363,0.9761
NSC_58821,25,"C, H, I, N, O",0.0527,0.1224,0.0396,0.9849
NSC_240499,42,"C, H, I, N, O",0.0527,0.1933,0.0333,0.9821
NSC_103684,30,"C, H, N, O, P",0.0527,0.157,0.039,0.9913
NSC_101611,53,"C, H, N, O, S",0.0527,0.1608,0.0347,0.9715
NSC_114517,21,"C, H, N",0.0527,0.1059,0.0423,0.9577
NSC_606432,36,"C, H, I, N",0.0528,0.1472,0.0441,0.9691
NSC_114510,20,"C, H, I, O",0.0528,0.1236,0.0405,0.9705
NSC_116645,35,"C, H, N, O",0.0528,0.1893,0.0391,0.9629
NSC_106059,39,"C, Cl, H, N, O, S",0.0528,0.1779,0.0394,0.9911
NSC_103655,74,"C, H, N",0.0529,0.1808,0.0338,0.9722
NSC_101734,37,"C, H, N",0.0529,0.1388,0.042,0.974
NSC_117649,22,"C, H, N, O",0.0529,0.1247,0.0377,0.9852
NSC_21808,26,"C, H, I, O",0.0529,0.1569,0.0344,0.9775
NSC_105653,38,"C, H, N, O, S",0.0529,0.1487,0.0406,0.9903
NSC_100866,14,"C, Cl, H, N, S",0.0529,0.0959,0.0469,0.984
NSC_101585,42,"C, H, N, O",0.0529,0.2197,0.0372,0.9698
NSC_106894,29,"Br, C, H, N, O",0.0529,0.1196,0.0399,0.9726
NSC_141225,60,"C, Cl, H, I, N, O",0.053,0.2287,0.0355,0.9634
NSC_100911,26,"C, H, N, O",0.053,0.2001,0.0326,0.9817
NSC_509684,28,"C, H, I, N, S",0.053,0.1174,0.0425,0.9641
NSC_101738,25,"C, Cl, H, N, O",0.053,0.1151,0.0445,0.9814
NSC_158995,19,"C, H, I, O",0.053,0.1229,0.0367,0.9667
NSC_115083,23,"C, H, N, S",0.053,0.1008,0.0446,0.9717
NSC_87363,25,"C, H, I",0.053,0.1326,0.0421,0.9407
NSC_101467,22,"C, H, N, O, S",0.053,0.1138,0.0435,0.9836
NSC_158419,33,"C, Cl, F, H, N, O, S",0.0531,0.1529,0.038,0.99
NSC_21809,25,"C, H, I, O",0.0531,0.1457,0.0387,0.9748
NSC_102772,23,"C, H, N, O",0.0531,0.1546,0.0377,0.9811
NSC_107488,57,"C, H, N, O, S",0.0531,0.1391,0.0418,0.9859
NSC_140591,17,"C, Cl, F, H, N, O, S",0.0531,0.103,0.0387,0.9939
NSC_135436,22,"C, H, I, O",0.0531,0.123,0.0398,0.9766
NSC_114445,33,"C, H, N, O",0.0531,0.1534,0.0392,0.9832
NSC_260414,32,"C, H, I, N",0.0532,0.1817,0.0415,0.9629
NSC_715451,67,"C, H, I, N, O",0.0532,0.1759,0.0412,0.9654
NSC_123988,63,"C, Cl, F, H, N, O, S",0.0532,0.148,0.0379,0.9866
NSC_189694,52,"C, H, O",0.0532,0.2058,0.0333,0.9744
NSC_363181,41,"C, H, I, N, O",0.0532,0.1705,0.0364,0.9836
NSC_103094,24,"C, H, N",0.0532,0.155,0.0334,0.9742
NSC_101812,36,"C, H, N, O",0.0532,0.1712,0.0374,0.9805
NSC_671618,44,"C, H, I, O",0.0532,0.146,0.0381,0.9731
NSC_18714,13,"C, Cl, H, S",0.0532,0.143,0.0402,0.9202
NSC_11363,40,"C, H, N, O, S",0.0532,0.149,0.0429,0.9895
NSC_106071,29,"C, H, N, O",0.0532,0.1731,0.0394,0.9738
NSC_102336,48,"C, Cl, H, O",0.0532,0.1427,0.0405,0.9662
NSC_111250,14,"C, H, N",0.0533,0.1093,0.0405,0.9689
NSC_101778,45,"C, Cl, H, N, O",0.0533,0.1676,0.0344,0.9663
NSC_715730,53,"C, H, I, N, O",0.0533,0.1767,0.0395,0.9643
NSC_108394,52,"C, H, N, O, S",0.0533,0.1353,0.0412,0.9888
NSC_101888,45,"C, H, O, S",0.0533,0.1654,0.042,0.9852
NSC_122774,26,"C, Cl, H, I",0.0533,0.1425,0.0431,0.9303
NSC_105442,19,"Br, C, H, N, O",0.0533,0.1169,0.0415,0.9769
NSC_401804,12,"Br, C, Cl, H, N, O",0.0533,0.0954,0.0452,0.9863
NSC_121912,51,"C, H, N, O, P",0.0534,0.1902,0.037,0.9877
NSC_125370,26,"C, H, I, N, O",0.0534,0.1243,0.0411,0.9776
NSC_118437,28,"C, Cl, H, I",0.0534,0.1287,0.0443,0.9333
NSC_107371,26,"C, H, N, O",0.0534,0.1141,0.0449,0.9837
NSC_100766,44,"C, H, N, O, P",0.0534,0.1937,0.0381,0.9937
NSC_106496,51,"C, H, N, O, S",0.0534,0.1641,0.039,0.9821
NSC_34544,14,"C, H, I, N",0.0534,0.1111,0.0451,0.9707
NSC_257415,55,"C, H, I, N, O",0.0534,0.1342,0.0435,0.9856
NSC_105638,35,"C, H, N, O, S",0.0534,0.1464,0.0398,0.99
NSC_134383,24,"C, H, I, N, O",0.0535,0.1648,0.0379,0.9646
NSC_11114,23,"C, H, N",0.0535,0.1052,0.0414,0.9631
NSC_344498,18,"Br, C, H, N, O",0.0535,0.1185,0.0446,0.964
NSC_111661,31,"C, H, N, O",0.0535,0.1352,0.0381,0.9758
NSC_637523,31,"C, H, I, N, O",0.0535,0.137,0.0425,0.9766
NSC_606436,36,"C, Cl, H, I, N",0.0535,0.1504,0.0445,0.9671
NSC_665966,46,"C, H, I, O",0.0535,0.1938,0.0335,0.9736
NSC_334713,38,"C, H, I, N, O",0.0535,0.1673,0.0386,0.9614
NSC_124225,41,"C, Cl, F, H, N, O, S",0.0535,0.1392,0.038,0.9893
NSC_10290,14,"C, Cl, F, H, N",0.0535,0.1378,0.0402,0.9727
NSC_32017,13,"Br, C, H, S",0.0535,0.1359,0.0408,0.9224
NSC_116029,20,"C, H, I, O",0.0535,0.1644,0.0368,0.9709
NSC_127124,24,"C, H, I, N, O",0.0535,0.1581,0.039,0.9649
NSC_112743,28,"C, H, N, O, P",0.0536,0.1661,0.0371,0.9934
NSC_101833,41,"C, Cl, H, N, O",0.0536,0.1707,0.0405,0.9696
NSC_158725,30,"C, H, S",0.0536,0.1267,0.0408,0.9519
NSC_9259,16,"C, H, I, O",0.0536,0.1238,0.0416,0.9529
NSC_12519,15,"C, H, N, S",0.0537,0.0978,0.0485,0.9883
NSC_15103,32,"C, H, I, O",0.0537,0.166,0.0342,0.9755
NSC_10028,33,"C, H, N, O",0.0537,0.1316,0.0402,0.9762
NSC_148212,20,"C, Cl, H, S",0.0537,0.1149,0.038,0.9616
NSC_105512,23,"Br, C, H, O",0.0537,0.1218,0.0404,0.9765
NSC_282150,18,"C, H, N, S",0.0537,0.1448,0.0403,0.9707
NSC_107493,49,"C, H, N, O, S",0.0537,0.135,0.0415,0.9888
NSC_402593,25,"C, H, I, N, O",0.0537,0.1409,0.04,0.9587
NSC_100691,34,"C, H, O, S",0.0537,0.2074,0.0381,0.9863
NSC_12037,63,"C, H, N, O, S",0.0537,0.2801,0.0325,0.9729
NSC_102791,39,"C, H, N, O, P",0.0537,0.1911,0.0308,0.9948
NSC_102011,59,"C, H, N, O",0.0537,0.1717,0.0365,0.9708
NSC_122719,30,"C, Cl, F, H, N, O, S",0.0537,0.1438,0.0411,0.9911
NSC_606439,40,"C, H, I, N, O",0.0537,0.151,0.0427,0.9666
NSC_100669,22,"C, H, O",0.0537,0.1114,0.041,0.9619
NSC_115736,29,"C, Cl, H, I, O",0.0537,0.1461,0.0395,0.9432
NSC_717208,36,"C, Cl, H, I, N, O, S",0.0538,0.1256,0.0414,0.9693
NSC_107499,46,"C, H, N, O, S",0.0538,0.1384,0.0423,0.9904
NSC_159698,57,"C, Cl, F, H, N, O, S",0.0539,0.1405,0.0404,0.9871
NSC_210967,56,"C, H, I, N, O",0.0539,0.1452,0.0394,0.9801
NSC_341890,22,"C, H, I, N, O",0.0539,0.12,0.0392,0.984
NSC_100206,35,"C, H, O",0.0539,0.1382,0.0391,0.9809
NSC_670,74,"C, H, O",0.054,0.2547,0.0277,0.9696
NSC_122484,35,"C, H, O, S",0.054,0.1457,0.0392,0.989
NSC_43327,38,"C, H, I, O",0.054,0.1288,0.0424,0.967
NSC_748148,34,"C, Cl, H, I, N, O",0.054,0.1722,0.0378,0.9742
NSC_115059,40,"C, H, N, O",0.054,0.1492,0.038,0.9584
NSC_100178,28,"C, H, N, O",0.054,0.1386,0.0448,0.983
NSC_81173,24,"C, H, I, N, O",0.054,0.1228,0.0408,0.9769
NSC_94098,41,"C, Cl, H, O, S",0.054,0.2506,0.0285,0.9902
NSC_126703,46,"C, H, O, S",0.054,0.1453,0.0408,0.9887
NSC_102176,36,"Br, C, Cl, H, N, O",0.054,0.103,0.0424,0.9598
NSC_11685,14,"C, H, N",0.0541,0.1109,0.0425,0.9739
NSC_115224,50,"C, H, N, O",0.0541,0.1275,0.0408,0.96
NSC_102554,31,"C, H, N, O, S",0.0541,0.1782,0.0377,0.9804
NSC_105236,22,"C, H, N",0.0541,0.101,0.0441,0.9547
NSC_142334,37,"C, H, N, O, S",0.0541,0.1233,0.0422,0.9569
NSC_101510,25,"C, H, N, O",0.0541,0.1234,0.0417,0.9801
NSC_315541,14,"C, Cl, H, S",0.0541,0.1142,0.0408,0.8977
NSC_309112,25,"C, H, O, S",0.0541,0.132,0.04,0.9796
NSC_109625,24,"C, H, I, N, O",0.0541,0.1297,0.0425,0.9459
NSC_123095,57,"C, H, O, S",0.0541,0.1359,0.0404,0.9916
NSC_123455,57,"C, H, O, S",0.0541,0.1359,0.0404,0.9916
NSC_106872,29,"C, H, N",0.0542,0.1461,0.0396,0.9592
NSC_10628,44,"Br, C, H, N, O, S",0.0542,0.16,0.04,0.9876
NSC_291866,26,"C, H, N, O, S",0.0542,0.1201,0.0407,0.9754
NSC_101527,28,"C, Cl, H, N, O",0.0542,0.1607,0.0371,0.9708
NSC_674456,21,"C, H, I, O",0.0542,0.1483,0.0425,0.9699
NSC_100594,44,"C, H, N, O",0.0542,0.2356,0.0347,0.9609
NSC_100917,24,"Br, C, H, O",0.0542,0.1021,0.0468,0.9613
NSC_32018,13,"Br, C, H, S",0.0543,0.1437,0.0415,0.9237
NSC_10096,40,"C, H, N, O",0.0543,0.1579,0.0419,0.9764
NSC_103557,46,"C, H, O, S",0.0543,0.1424,0.0418,0.9886
NSC_101822,27,"C, H, N",0.0543,0.0892,0.0408,0.9894
NSC_64616,80,"C, H, I, N, O, S",0.0543,0.2783,0.0327,0.9652
NSC_154603,18,"C, Cl, F, H, O, S",0.0543,0.1179,0.041,0.9932
NSC_32016,13,"Br, C, H, S",0.0543,0.1464,0.0422,0.9286
NSC_744265,47,"C, H, I, N, O, S",0.0543,0.1443,0.0421,0.9695
